0
"2025-01-07 10:05:40.253	78.137.38.xxx	N=11226	B=DITM012801	S=E6CF3154A0F28265E917	V=13,14,19,20,21"
"2025-01-07 10:05:40.263	185.168.129.xxx	N=11227	B=KAYV012780	S=F4557F4E8937B6554CB2	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:05:40.591	127.0.0.xxx	N=11228	B=POLV012445	S=B609DD27CD269CBF5AC3	V=1,3,5,7,10,11,17,18,24,25,26,27,35,36,37"
"2025-01-07 10:05:41.233	185.223.113.xxx	N=11229	B=ZEBB012654	S=6D8D677D9B5647E9CCF8	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
2025-01-07 10:05:41.977	46.219.224.xxx	N=11230	B=SHOA012820	S=E5B3F8D6AAF86EEFED48	V=34
"2025-01-07 10:05:42.232	176.37.157.xxx	N=11231	B=HRNV012394	S=DBF0800C11A97A5D884B	V=2,4,7,10,12,23,24,35,38"
"2025-01-07 10:05:42.297	82.193.98.xxx	N=11232	B=HUVI012265	S=D6A577D07E6E5607EE4C	V=1,2,3,5,7,8,10,17,18,25,26,27,35,36,37"
"2025-01-07 10:05:42.504	91.241.96.xxx	N=11233	B=YAHM012724	S=C936DE39BFB0551E394D	V=7,37"
2025-01-07 10:05:42.685	5.58.213.xxx	N=11234	B=HOOI012669	S=EBC6D0C8236EF28CC0C5	V=7
"2025-01-07 10:05:43.384	127.0.0.xxx	N=11235	B=SHIV012586	S=1455F67CEF1A75690158	V=6,7,9,16,33"
"2025-01-07 10:05:43.903	188.163.80.xxx	N=11236	B=NINV012691	S=A636AD519007605A6DB1	V=1,2,3,5,7,8,22,23,24,32,33,37,38,39,40"
"2025-01-07 10:05:44.097	213.231.25.xxx	N=11237	B=KHIV012842	S=60D6BA8647FF0C749F4A	V=13,14,19,20,21"
"2025-01-07 10:05:44.285	127.0.0.xxx	N=11238	B=YAOI012702	S=1C457B1090748E3A8DA1	V=13,14,15,16,17,19,20,21"
"2025-01-07 10:05:44.415	77.52.33.xxx	N=11239	B=HUOO012541	S=17245ACC49F7C43E60A0	V=1,2,3,4,5,7,8,22,23,24,31,32,33,38,39"
"2025-01-07 10:05:44.505	176.37.64.xxx	N=11240	B=KOPS012723	S=38C5E7CFE75476267951	V=7,13,14,19,20,21"
"2025-01-07 10:05:44.729	91.225.37.xxx	N=11241	B=DYSV012645	S=9E67F0AD4F7EE32A6D34	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:05:44.749	195.3.197.xxx	N=11242	B=DILV012696	S=7B488E134E1BA1556ADB	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:05:45.026	46.133.51.xxx	N=11243	B=BUIO012734	S=0386D2D99EBD63E6C39F	V=5,7"
"2025-01-07 10:05:45.074	91.239.160.xxx	N=11244	B=PSOY012076	S=2E1E5423098B81C80910	V=1,2,3,5,7,8,22,23,24,31,33,38,39,40"
"2025-01-07 10:05:46.660	46.133.136.xxx	N=11245	B=HUAV012687	S=370C637296B3CFA7DD01	V=10,11,35,36,37"
"2025-01-07 10:05:46.933	176.67.8.xxx	N=11246	B=KOPM012757	S=7111658E1B2F7668584B	V=35,36,37"
"2025-01-07 10:05:47.055	194.44.90.xxx	N=11247	B=DROM012872	S=5CA1D5CB7BC037E7683B	V=7,33,37"
"2025-01-07 10:05:47.103	109.207.207.xxx	N=11248	B=LYOM012813	S=66E9D496169690406B94	V=13,14,19,20,21"
2025-01-07 10:05:47.182	46.175.248.xxx	N=11249	B=VIVV012876	S=C746A396FDE5ACD3B611	V=7
"2025-01-07 10:05:47.758	212.8.61.xxx	N=11250	B=ROOI012631	S=50F4F10BA4CA51EDCF19	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:05:48.042	212.90.60.xxx	N=11251	B=DAOM012747	S=16D11F3FCAA385B1A902	V=7,37"
"2025-01-07 10:05:48.566	46.133.52.xxx	N=11252	B=BYAM012722	S=1FEDFAE4D3C0E5B4C47F	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
2025-01-07 10:05:48.592	185.237.216.xxx	N=11253	B=SALV012871	S=8B6BC98D3F823C445C57	V=7
2025-01-07 10:05:49.192	109.235.8.xxx	N=11254	B=KOMV012883	S=1495C21EE3D61EBE2235	V=9
"2025-01-07 10:05:49.584	95.67.22.xxx	N=11255	B=PAMV012832	S=B5CED62DE4799490E2C7	V=7,37"
"2025-01-07 10:05:50.374	46.173.172.xxx	N=11256	B=ZAYV012408	S=8A08C9684C8FDBAD89F9	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:05:50.524	188.163.97.xxx	N=11257	B=SOTO012123	S=5A86472D89963E637FC1	V=1,2,3,5,7,8,23,24,26,31,32,33,37,38,40"
"2025-01-07 10:05:50.718	193.25.176.xxx	N=11258	B=NETV012692	S=4CD02BB40785AAD8C175	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
2025-01-07 10:05:50.729	127.0.0.xxx	N=11259	B=DMRM012878	S=94FE5BBA73BAEA1622E7	V=25
2025-01-07 10:05:50.964	31.202.47.xxx	N=11260	B=KHDV012907	S=C0F971DECD933288CA43	V=13
2025-01-07 10:05:51.062	95.109.215.xxx	N=11261	B=NUDY012795	S=EF484206D03E8CC1C247	V=36
"2025-01-07 10:05:51.416	31.43.155.xxx	N=11262	B=LYVY012704	S=71A0449E85209328FF01	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
2025-01-07 10:05:51.927	185.177.189.xxx	N=11263	B=BOVI012351	S=E430AFB2B3F317B7A80E	V=31
"2025-01-07 10:05:52.067	127.0.0.xxx	N=11264	B=LEAM012765	S=3D4A3FB76D5AB73C2D2A	V=10,11,17,18,25,26,27,35,36,37"
"2025-01-07 10:05:52.251	45.89.91.xxx	N=11265	B=FIDY012705	S=989EE9EAF04B8D190D7D	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:05:53.096	127.0.0.xxx	N=11266	B=MAAD012454	S=9A4694C6654E325F917F	V=1,5,14,22,27,32,37,40"
"2025-01-07 10:05:54.626	37.73.18.xxx	N=11267	B=HOOP012828	S=01A456DC928B102C01FD	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:05:54.835	185.41.250.xxx	N=11268	B=KLDO011686	S=66A30BF01D7E680295BB	V=2,3,5,7,8,22,23,24,31,32,33,37,38,39,40"
2025-01-07 10:05:55.188	159.224.184.xxx	N=11269	B=BUOI012879	S=97577BE28982970AA281	V=37
"2025-01-07 10:05:55.416	95.158.58.xxx	N=11270	B=PROP012576	S=35294828752F3CB58BDE	V=1,2,3,5,7,8,22,23,24,32,33,37,38,39,40"
"2025-01-07 10:05:55.506	176.122.114.xxx	N=11271	B=VOSY012896	S=86305FFC275D4F2C107A	V=35,36,37"
"2025-01-07 10:05:55.631	212.26.138.xxx	N=11272	B=BEOV012868	S=B0FA724B1EB73528D5E5	V=7,37"
"2025-01-07 10:05:55.729	37.53.87.xxx	N=11273	B=SKAV012622	S=C8B256B18A8971D2BB73	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:05:55.731	95.164.95.xxx	N=11274	B=BOAP012527	S=A4C7DBDBAAC8C3B1FE28	V=1,2,3,5,7,8,9,22,23,24,31,32,33,38,39"
"2025-01-07 10:05:55.864	195.49.149.xxx	N=11275	B=BIMO012815	S=1FE8FDCF0132773404B0	V=17,35,36"
"2025-01-07 10:05:56.205	178.158.192.xxx	N=11276	B=VEVT012844	S=9D50C3C85680D11F4997	V=10,11,17,18,25,26,27,35,36,37"
"2025-01-07 10:05:56.303	109.235.12.xxx	N=11277	B=KHVV011665	S=BC35FDD566613BEAD026	V=2,7,22,34,35,36,37"
"2025-01-07 10:05:56.683	178.133.212.xxx	N=11278	B=BAAO012638	S=CB9CAD3206763F84F185	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:05:57.204	91.214.209.xxx	N=11279	B=HUDR012850	S=6CB5A763A1E11D4E5880	V=7,24"
"2025-01-07 10:05:57.582	93.170.70.xxx	N=11280	B=TRVO012567	S=B0CE84E488720353DE31	V=1,2,3,7,8,11,13,14,18,20,21,25,28,35,36"
"2025-01-07 10:05:57.644	88.155.56.xxx	N=11281	B=HUOV012682	S=63922910435817BF4BE1	V=1,2,3,5,7,8,22,23,24,31,32,33,34,36,37"
"2025-01-07 10:05:58.578	46.150.81.xxx	N=11282	B=SHOH012710	S=A8E701F3077ED1FE08E3	V=2,3,7,10,11,17,18,23,25,26,27,35,36,37"
"2025-01-07 10:05:58.725	31.129.170.xxx	N=11283	B=HANV012740	S=8FC4DD289DDDCDE5C0FC	V=10,11,17,18,25,26,27,35,36,37"
"2025-01-07 10:05:59.632	176.111.178.xxx	N=11284	B=BOSL012880	S=F2E310DC0AB60BAA28C6	V=2,7,37"
"2025-01-07 10:05:59.906	178.133.8.xxx	N=11285	B=KAAA012892	S=DBE48B15AC2C271147C1	V=13,14,19,20,21"
2025-01-07 10:06:00.148	195.189.9.xxx	N=11286	B=RAYO012938	S=EAAD0E9A1846649D97D7	V=7
"2025-01-07 10:06:00.242	93.175.227.xxx	N=11287	B=VEOS012438	S=D8480C72863E493887F7	V=1,2,3,5,7,21,22,23,31,32,33,34,38,39"
"2025-01-07 10:06:00.336	37.73.16.xxx	N=11288	B=NOKT012811	S=14EB336804474A7CFBC4	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:00.761	127.0.0.xxx	N=11289	B=ZABS012790	S=A6D0EB41D1F0E85019E6	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:00.986	88.155.14.xxx	N=11290	B=ROVM012913	S=47D217C1D243560CCD4D	V=35,36,37"
"2025-01-07 10:06:01.347	31.144.48.xxx	N=11291	B=RUIK011976	S=569BD7A189E6D8B4764F	V=3,7,9,10,18,19,23,24,28,29,30,35,37"
"2025-01-07 10:06:01.607	176.102.38.xxx	N=11292	B=ZEMA012902	S=22CF09FA9CC98D5CA9A1	V=13,14,19,20,21"
"2025-01-07 10:06:02.008	95.164.40.xxx	N=11293	B=MONA012671	S=E9121C0F6E44F31D7FF3	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:02.318	91.211.135.xxx	N=11294	B=KOVV012854	S=C6CE5A0F6923C447BBF9	V=35,36,37"
"2025-01-07 10:06:02.618	178.133.108.xxx	N=11295	B=RIRO012810	S=4B716F0DC80CDDF5F38A	V=13,14,19,20"
"2025-01-07 10:06:03.261	37.73.10.xxx	N=11296	B=DZOM011419	S=E1B0286EA36567D6A97E	V=1,2,3,5,7,8,22,24,25,26,27,35,36,37,40"
"2025-01-07 10:06:03.504	37.73.14.xxx	N=11297	B=PAIL012718	S=7BE2782C879642EC5897	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:04.571	185.159.163.xxx	N=11298	B=BIHV012768	S=93E1BE0377A529C9FC32	V=1,2,3,5,7,8,22,24,32,33,37,38,39,40"
"2025-01-07 10:06:05.260	176.98.71.xxx	N=11299	B=MUOV011179	S=CC9FCEA512BD8996B625	V=10,11,17,18,25,26,27,35,36,37"
"2025-01-07 10:06:05.548	188.190.177.xxx	N=11300	B=NAIV012834	S=79188475AD5336859C74	V=3,7,23,38"
"2025-01-07 10:06:05.657	46.118.155.xxx	N=11301	B=BEVM012899	S=A5EC0F58236CA8E94CC5	V=13,14,19,20,21"
"2025-01-07 10:06:06.136	185.38.219.xxx	N=11302	B=HUMV012737	S=F196F6280072D17491B2	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:06.384	176.36.232.xxx	N=11303	B=PIAA012600	S=0ABD2C72CD0CAE656B17	V=6,7,9,22,26,33,35,36,37"
"2025-01-07 10:06:06.804	194.44.253.xxx	N=11304	B=SHIM012759	S=4CCB303E0AB066A54A77	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:07.199	127.0.0.xxx	N=11305	B=STNO012701	S=3661C3F2A4B39648AC07	V=10,11,17,18,25,26,27,35,36,37"
2025-01-07 10:06:07.334	91.233.183.xxx	N=11306	B=YADI012798	S=AB556A5EFF39D594BAA6	V=23
"2025-01-07 10:06:07.519	31.144.184.xxx	N=11307	B=CHSH012477	S=515898F184C263DC072C	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:07.764	176.39.35.xxx	N=11308	B=BOOS012953	S=FF38A87AFB4DF9119644	V=35,36,37"
"2025-01-07 10:06:07.942	194.183.181.xxx	N=11309	B=HRYY012051	S=6A2F9D4B4A659C78962F	V=1,2,3,5,7,23,24,26,37,38"
"2025-01-07 10:06:08.000	46.173.152.xxx	N=11310	B=BHOM012653	S=C696B978D91766D7C93A	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:08.493	178.54.3.xxx	N=11311	B=LEYA012786	S=BFD2160426746528C6C9	V=2,7,36,37,39"
2025-01-07 10:06:08.527	46.96.75.xxx	N=11312	B=YAOO012945	S=8255D1CB77D5A11D758B	V=12
"2025-01-07 10:06:08.554	178.133.133.xxx	N=11313	B=HUTV012812	S=7205737C56F3C4C31654	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:08.787	178.133.93.xxx	N=11314	B=LENV012760	S=E45F9B7DC7D4AB3F4451	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:09.624	176.100.1.xxx	N=11315	B=KAVA012749	S=706DCDF7C98E79BD016D	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:10.236	37.55.31.xxx	N=11316	B=STLV012784	S=E833648D8B53E924301D	V=2,7,10,11,17,18,25,26,27,35,36,37"
"2025-01-07 10:06:10.675	92.253.204.xxx	N=11317	B=STAA012799	S=B7AA6FB67E8E20D24D0A	V=7,9,24,37"
"2025-01-07 10:06:11.238	31.129.167.xxx	N=11318	B=KRDV012825	S=1CF0C678F4E65844C6CE	V=1,2,3,4,5,6,7,8,23,24,31,32,33,37,38"
"2025-01-07 10:06:11.453	77.93.33.xxx	N=11319	B=POEY012384	S=871B3C7E7CB798F869AF	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:11.653	195.62.14.xxx	N=11320	B=DAVV012744	S=9FA8F8D9DFEE8487E3D8	V=7,23,34"
2025-01-07 10:06:11.681	94.131.204.xxx	N=11321	B=SEOM012918	S=C22E5A3903C1083D8F93	V=36
"2025-01-07 10:06:11.768	194.146.181.xxx	N=11322	B=NEOP012903	S=0F5025403A31C20E658F	V=13,14,19,20,21"
"2025-01-07 10:06:11.832	89.209.148.xxx	N=11323	B=MAAV012845	S=8B0E162E6C57462F5A10	V=13,14,19,20,21"
"2025-01-07 10:06:11.898	213.160.156.xxx	N=11324	B=ALLK012764	S=76AF685648DF9E2C1C93	V=1,2,3,4,7,8,37"
"2025-01-07 10:06:12.306	194.0.91.xxx	N=11325	B=HRRO011911	S=DFF5B1E16847E293A519	V=1,2,3,5,7,8,22,23,24,31,32,33,34,39,40"
"2025-01-07 10:06:12.464	127.0.0.xxx	N=11326	B=BEOI012775	S=86A5F8C9CFDEBAE8B169	V=7,10,11,17,18,25,26,27,35,36,37"
"2025-01-07 10:06:13.088	31.43.114.xxx	N=11327	B=OVOV012895	S=2BB9836E61B2FA12A917	V=3,9,13,14,19,20,21"
"2025-01-07 10:06:13.161	194.28.65.xxx	N=11328	B=BUSA012624	S=4AC86A54518380D458EF	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:13.228	46.175.252.xxx	N=11329	B=USAL012936	S=CA6667428D5AE21199A3	V=6,7,9,33"
"2025-01-07 10:06:13.311	31.144.37.xxx	N=11330	B=BETM012783	S=47DE49BCEA4A759B0E61	V=7,10,11,17,18,25,26,27,35,36,37"
"2025-01-07 10:06:14.050	95.67.106.xxx	N=11331	B=CHMO012847	S=8E85F3AAB8471FDD60EF	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:14.058	178.133.29.xxx	N=11332	B=YEND012855	S=6CA34ED3704715D72DA6	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:14.553	79.135.192.xxx	N=11333	B=DRIA012856	S=2A00C04B50137B56D8E9	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:15.296	146.120.165.xxx	N=11334	B=MADV012620	S=3BE1AC2608BF6A7CB7CF	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:15.330	188.163.80.xxx	N=11335	B=POTB012891	S=5810E0A03AD2F589AB45	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:16.134	89.209.100.xxx	N=11336	B=KHPP012898	S=D61708A0F3BAEEC74936	V=4,7,23,31"
2025-01-07 10:06:16.747	194.44.15.xxx	N=11337	B=PAVM012619	S=945C3590B9BFD42FE9A2	V=7
"2025-01-07 10:06:16.817	178.136.240.xxx	N=11338	B=SKOV012648	S=941143119B8428C88E25	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:16.893	178.165.118.xxx	N=11339	B=BEVI012922	S=18060C4196DF10BE2CD1	V=4,7,23,31"
"2025-01-07 10:06:17.117	195.189.197.xxx	N=11340	B=SLKO012836	S=835F0A864DE4845CE11F	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:17.273	46.150.73.xxx	N=11341	B=KUOM012785	S=66D1030D85FC9A2ECB1E	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:17.639	92.52.130.xxx	N=11342	B=BUTV012966	S=9CF48734F20524AFB556	V=29,30"
"2025-01-07 10:06:18.536	5.248.0.xxx	N=11343	B=SHRY012800	S=BFA1A815472BD6D20D1F	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
2025-01-07 10:06:18.666	178.92.140.xxx	N=11344	B=NONV012814	S=5238E0E5F4700CF3EBFB	V=37
"2025-01-07 10:06:18.818	127.0.0.xxx	N=11345	B=SADV012618	S=01AC252EB17DE9A7FC29	V=1,2,3,5,7,8,22,23,24,31,32,33,37,38,39"
"2025-01-07 10:06:19.151	88.154.82.xxx	N=11346	B=HOVM012885	S=B47993520BF3641BDE78	V=4,7,23,31,37"
"2025-01-07 10:06:19.758	91.232.158.xxx	N=11347	B=BULM012886	S=A8CFE6F405B16D6269CE	V=1,3,5,7,15,22,23,31,32,33,37,40"
"2025-01-07 10:06:19.861	78.111.26.xxx	N=11348	B=MAAA012778	S=7D32A749BA7A8ACB7168	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
2025-01-07 10:06:20.528	127.0.0.xxx	N=11349	B=VYNV012864	S=594A71FD05A3359B4EE2	V=7
"2025-01-07 10:06:21.011	127.0.0.xxx	N=11350	B=KRDD012809	S=2CF85821A26162BF9D2E	V=23,30,34"
2025-01-07 10:06:22.414	37.73.10.xxx	N=11351	B=ZIAV012957	S=5EBBB80DB41015373D1A	V=7
"2025-01-07 10:06:22.633	37.115.209.xxx	N=11352	B=POVH012927	S=E2995A7CDB66236BA9A8	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:22.651	193.93.217.xxx	N=11353	B=PELV012726	S=C355AE1307CAAFE0732D	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:23.785	109.87.150.xxx	N=11354	B=KHOO012827	S=D5436409D9F56AFE9C78	V=7,37"
"2025-01-07 10:06:23.921	178.133.80.xxx	N=11355	B=NAOI012461	S=356D3190517645572E2E	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:24.037	31.128.70.xxx	N=11356	B=HOAL012703	S=E75A9AA01A7ECA4A8C37	V=6,7,9,33"
"2025-01-07 10:06:24.094	46.182.85.xxx	N=11357	B=ROIM012875	S=DD486A2A5B7522936034	V=7,23,37"
"2025-01-07 10:06:24.768	212.90.63.xxx	N=11358	B=ANVI012773	S=B8B92E16F9C80030F8C0	V=10,11,17,18,25,26,27,35,36,37"
"2025-01-07 10:06:24.851	194.44.195.xxx	N=11359	B=MOIV012278	S=BC2D9EC6CE3A3D895E3C	V=13,14,19,20,21,35,36,37"
"2025-01-07 10:06:25.101	194.44.201.xxx	N=11360	B=YAYY012774	S=822CD6F2976E3A45DC68	V=10,11,17,18,25,26,27,35,36,37"
"2025-01-07 10:06:25.289	46.150.67.xxx	N=11361	B=VYLH012839	S=03382E1437011B6D3C46	V=4,5,7,10,11,17,18,23,25,26,27,31,35,36,37"
"2025-01-07 10:06:25.865	128.124.157.xxx	N=11362	B=OLHV012553	S=6FCF1C2FC47A2C7C884D	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:25.994	93.170.116.xxx	N=11363	B=CHAO012857	S=771478401DC5B6B51652	V=2,7,22,24,34,36,37"
"2025-01-07 10:06:26.449	176.38.58.xxx	N=11364	B=MAMM012929	S=4F742345DF1D8C1E63A6	V=13,14,19,20,21"
"2025-01-07 10:06:26.653	91.200.3.xxx	N=11365	B=KUPY012928	S=BBF443A196CDC813C9A3	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:26.857	91.214.209.xxx	N=11366	B=KIUO012816	S=093ECB01FAB397F41F12	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:27.230	88.154.28.xxx	N=11367	B=PRIV012968	S=D5421040DFE74FC714E6	V=17,35,36,37"
"2025-01-07 10:06:28.012	46.211.208.xxx	N=11368	B=VOOV012776	S=85CE0E5315C07783BA41	V=1,7,10,11,17,18,22,23,25,26,27,35,36,37,40"
"2025-01-07 10:06:28.639	178.215.163.xxx	N=11369	B=HOSV012818	S=DA0016F0791C8951BEF3	V=6,7,9,33"
"2025-01-07 10:06:28.685	127.0.0.xxx	N=11370	B=SUOV012741	S=2C2E42FA08B025C3AC08	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:28.940	185.143.147.xxx	N=11371	B=BOVS012604	S=CA89A2FF9E69B1DF920F	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:29.456	145.224.94.xxx	N=11372	B=MAVV012679	S=5DDF8492042AD73B74C5	V=10,11,17,18,25,26,27,35,36,37"
"2025-01-07 10:06:29.677	91.240.140.xxx	N=11373	B=STML012887	S=D8DB4501227AF03777C9	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:29.677	127.0.0.xxx	N=11374	B=HOII012758	S=0AAC9C0D0DBC7888F1E3	V=1,2,3,5,7,8,9,22,23,24,31,32,33,38,39"
"2025-01-07 10:06:29.679	127.0.0.xxx	N=11375	B=ABOO012924	S=8AB43F4AF47438291A1D	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:29.845	91.192.131.xxx	N=11376	B=BODM012884	S=2F2C2B2CAD0D10CCE32E	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:29.982	37.73.38.xxx	N=11377	B=YAMM012444	S=8B59502BF24F027DCBC8	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:30.263	37.73.5.xxx	N=11378	B=RAPM012808	S=5A313223F7492148F283	V=6,7,9,13,14,19,20,21,33"
"2025-01-07 10:06:30.472	94.158.152.xxx	N=11379	B=DYNM012792	S=CDFAE193B10181AC1C96	V=10,11,17,18,25,27,35,36,37"
"2025-01-07 10:06:31.175	94.232.208.xxx	N=11380	B=MIAV012763	S=054E0B164C4302E98793	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:31.294	78.26.151.xxx	N=11381	B=HLVZ012771	S=B02A8E565D7A4659D502	V=1,3,5,8,10,13,14,32,38,40"
2025-01-07 10:06:31.421	5.255.181.xxx	N=11382	B=DEKO012930	S=6BA3B449B54EFC390E76	V=37
2025-01-07 10:06:31.553	171.25.168.xxx	N=11383	B=SKNV013019	S=472B1428C1975E40ECEC	V=5
"2025-01-07 10:06:31.679	88.154.0.xxx	N=11384	B=POVM012728	S=4F3C3CE90D89FDF5CDB4	V=1,7,13,14,18,23,24,33,37"
"2025-01-07 10:06:31.956	79.110.137.xxx	N=11385	B=MAOS012925	S=4F7F85464B2C468C95FA	V=1,2,3,5,7,8,22,23,24,31,32,38,39,40"
"2025-01-07 10:06:32.235	92.253.236.xxx	N=11386	B=NAAI012969	S=11EA4CB34278C9719C74	V=7,31"
"2025-01-07 10:06:32.281	46.173.102.xxx	N=11387	B=IHOO012658	S=E0EA7D64EE7A15F00609	V=7,8,13,14,28"
"2025-01-07 10:06:32.296	213.108.43.xxx	N=11388	B=VOIK012949	S=3CF7A423D54E6056746A	V=7,37"
"2025-01-07 10:06:32.714	80.255.64.xxx	N=11389	B=SKSS012912	S=57953BEDF929CD227FE9	V=7,8"
"2025-01-07 10:06:32.798	31.148.245.xxx	N=11390	B=PEMA012862	S=0CF0B64E8CB7462B7821	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:33.530	127.0.0.xxx	N=11391	B=NEYO012666	S=99A27FF014C8A6D913D4	V=6,7,9,33"
"2025-01-07 10:06:33.807	188.190.232.xxx	N=11392	B=YAPV012767	S=C854651B1FC75B5D2E7C	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
2025-01-07 10:06:33.964	127.0.0.xxx	N=11393	B=MIIM012989	S=E5EE2E992482CCD32FDA	V=7
"2025-01-07 10:06:34.067	188.190.231.xxx	N=11394	B=OSSM012706	S=089D40D2E6D8EB9160D4	V=13,14,19,20,21"
"2025-01-07 10:06:34.086	31.144.6.xxx	N=11395	B=SHLE013004	S=6EC14E01E8D2A6EDB705	V=13,14,19,20,21"
"2025-01-07 10:06:34.295	46.211.86.xxx	N=11396	B=IHVM013018	S=CBE6A21A0D294A547F34	V=27,36"
"2025-01-07 10:06:35.522	188.163.82.xxx	N=11397	B=OLVV012504	S=124872F44E2692C60B87	V=2,5,7,22,23,24,34,36,37,38,40"
2025-01-07 10:06:35.537	45.83.1.xxx	N=11398	B=SYIO013024	S=8723F21B238342E9D7E5	V=7
"2025-01-07 10:06:36.315	127.0.0.xxx	N=11399	B=PIYV012742	S=AF825B19E2CEBEAF4DC6	V=28,29"
"2025-01-07 10:06:37.296	178.133.128.xxx	N=11400	B=MAYS013016	S=38EE737836F0D5017032	V=7,8"
"2025-01-07 10:06:37.354	127.0.0.xxx	N=11401	B=SOOV012665	S=542B8A0075F21870C032	V=1,2,3,7,23,26,35,36,37"
"2025-01-07 10:06:37.683	77.120.186.xxx	N=11402	B=ZUNV012908	S=7B7B9A70DEADBCB754AA	V=1,2,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:38.096	127.0.0.xxx	N=11403	B=PAOI012716	S=5EE94FC759439DC46C14	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 10:06:39.176	93.178.205.xxx	N=11404	B=MATA012230	S=789B87FB7725A2DB785B	V=1,2,7,10,11,17,18,25,26,27,35,36,37,38,39"
